X,X1SG.1,X1SG.2,X1SG.3,X1SG.4,X1SG.5,X1SG.6,X1SG.7,X2SG.pol.1,X2SG.pol.2,X2SG.pol.3,X2SG.pol.4,X2SG.pol.5,X2SG.pol.6,X2SG.pol.7,X2SG.pol.8,X2SG.pol.9,X2SG.pol.10,X2SG.pol.11,X3SG.1,X3SG.2,X3SG.3,X3SG.4,X3SG.5,X3SG.6,X3SG.7,X3SG.8,X3SG.9,X3SG.10,X3SG.11,X1PL.1,X1PL.2,X1PL.3,X1PL.4,X1PL.5,X1PL.6,X1PL.7,X1PL.8,X1PL.9,X1PL.10,X1PL.11,X1PL.12,X1PL.13,X1PL.14,X1PL.15,X1PL.16,X1PL.17,X1PL.18,X2PL.pol.1,X2PL.pol.2,X2PL.pol.3,X2PL.pol.4,X2PL.pol.5,X2PL.pol.6,X2PL.pol.7,X2PL.pol.8,X2PL.pol.9,X2PL.pol.10,X2PL.pol.11,X2PL.pol.12,X2PL.pol.13,X2PL.pol.14,X2PL.pol.15,X2PL.pol.16,X2PL.pol.17,X2PL.pol.18,X2PL.col.1,X2PL.col.2,X2PL.col.3,X2PL.col.4,X2PL.col.5,X2PL.col.6,X2PL.col.7,X2PL.col.8,X2PL.col.9,X2PL.col.10,X2PL.col.11,X2PL.col.12,X2PL.col.13,X2PL.col.14,X2PL.col.15,X2PL.col.16,X2PL.col.17,X2PL.col.18,X2PL.col.19,X2PL.col.20,X2PL.col.21,X2PL.col.22,X3PL.1,X3PL.2,X3PL.3,X3PL.4,X3PL.5,this1.1,that1.1,that1.2,that2.1,that2.2,that3.1,that3.2,that3.3,that4.1,that4.2,that4.3,here.1,there1.1,there1.2,where.1,where.2,where.3,where.4,when.1,when.2,how.1,how.2,how.3,how.4,how.5,how.6,not.1,not.2,not.3,all.1,all.2,all.3,all.4,all.5,all.6,all.7,all.8,all.9,many.1,many.2,many.3,many.4,many.5,many.6,many.7,many.8,many.9,many.10,many.11,many.12,many.13,many.14,many.15,many.16,many.17,alittle.1,alittle.2,alittle.3,alittle.4,alittle.5,alittle.6,alittle.7,few.1,few.2,few.3,other.1,other.2,other.3,other.4,other.5,other.6,one.1,two.1,three.1,four.1,five.1,big.1,big.2,big.3,big.4,big.5,big.6,big.7,big.8,big.9,long.1,wide.1,wide.2,thick1.1,thick1.2,thick1.3,thick1.4,thick1.5,thick1.6,heavy.1,heavy.2,heavy.3,heavy.4,heavy.5,heavy.6,small.1,small.2,small.3,small.4,small.5,small.6,small.7,short.1,short.2,short.3,short.4,narrow.1,narrow.2,narrow.3,thin1.1,thin1.2,thin1.3,thin1.4,thin1.5,thin1.6,thin1.7,thin1.8,thin2.1,thin2.2,woman.1,woman.2,man.1,man.2,person.1,child.1,child.2,wife.1,wife.2,wife.3,wife.4,wife.5,wife.6,wife.7,wife.8,wife.9,wife.10,wife.11,wife.12,wife.13,wife.14,wife.15,wife.16,wife.17,wife.18,husband.1,husband.2,husband.3,husband.4,husband.5,husband.6,husband.7,husband.8,husband.9,husband.10,husband.11,husband.12,husband.13,husband.14,husband.15,mother.1,mother.2,mother.3,mother.4,mother.5,mother.6,mother.7,mother.8,mother.9,mother.10,mother.11,mother.12,mother.13,mother.14,mother.15,father.1,father.2,father.3,father.4,father.5,father.6,father.7,father.8,father.9,father.10,father.11,animal.1,animal.2,animal.3,animal.4,animal.5,fish.1,fish.2,fish.3,bird.1,dog.1,louse.1,snake.1,snake.2,snake.3,snake.4,snake.5,snake.6,worm.1,tree.1,forest.1,stick.1,stick.2,fruit.1,fruit.2,fruit.3,seed.1,seed.2,seed.3,leaf.1,root.1,root.2,bark.1,flower.1,grass.1,rope.1,rope.2,rope.3,skin.1,skin.2,skin.3,skin.4,flesh.1,flesh.2,flesh.3,flesh.4,blood.1,blood.2,bone.1,fat.1,egg.1,egg.2,egg.3,egg.4,tail.1,tail.2,tail.3,feather.1,feather.2,hair.1,hair.2,hair.3,hair.4,hair.5,hair.6,hair.7,hair.8,hair.9,hair.10,head.1,head.2,head.3,head.4,head.5,head.6,head.7,head.8,ear.1,eye.1,eye.2,nose.1,mouth.1,tooth.1,tongue.1,tongue.2,tongue.3,tongue.4,nail.1,foot.1,foot.2,foot.3,foot.4,leg.1,leg.2,leg.3,leg.4,knee.1,knee.2,knee.3,hand.1,belly.1,belly.2,belly.3,guts.1,guts.2,guts.3,guts.4,guts.5,guts.6,guts.7,guts.8,guts.9,guts.10,guts.11,guts.12,guts.13,guts.14,guts.15,guts.16,guts.17,guts.18,neck.1,neck.2,neck.3,back.1,back.2,back.3,chest.1,breast.1,breast.2,todrink.1,toeat.1,toeat.2,toeat.3,toeat.4,tobite.1,tobite.2,tobite.3,tobite.4,tosuck.1,tosuck.2,tospit.1,tospit.2,tospit.3,tospit.4,tospit.5,tospit.6,tospit.7,tospit.8,tospit.9,tospit.10,tospit.11,tospit.12,tospit.13,tospit.14,tospit.15,tospit.16,tospit.17,tospit.18,tospit.19,tospit.20,toblow.1,breath.1,tolaugh.1,tolaugh.2,tosee.1,tosee.2,tohear.1,toknow.1,toknow.2,toknow.3,toknow.4,tothink.1,tothink.2,tosmell.1,tosmell.2,tosmell.3,tosmell.4,tosmell.5,tofear.1,tofear.2,tofear.3,tofear.4,tofear.5,tofear.6,tofear.7,tofear.8,tofear.9,tofear.10,tofear.11,tofear.12,tosleep.1,tosleep.2,tolive.1,todie.1,todie.2,todie.3,todie.4,todie.5,todie.6,tokill.1,tokill.2,tokill.3,tokill.4,tohunt.1,tohunt.2,tohunt.3,tohunt.4,tohit1.1,tohit1.2,tohit1.3,tohit1.4,tohit1.5,tohit1.6,tohit1.7,tohit1.8,tohit1.9,tohit1.10,tohit1.11,tohit1.12,tohit1.13,tohit1.14,tohit2.1,tohit2.2,tohit2.3,tohit2.4,tohit2.5,tohit2.6,tohit2.7,tohit2.8,tohit2.9,tohit2.10,tohit2.11,tohit2.12,tohit2.13,tocut.1,tostab.1,tostab.2,tostab.3,toscratch.1,todig.1,toswim.1,tofly.1,towalk.1,towalk.2,tocome.1,tocome.2,toliedown.1,toliedown.2,toliedown.3,toliedown.4,toliedown.5,toliedown.6,toliedown.7,toliedown.8,toliedown.9,toliedown.10,toliedown.11,tosit.1,tosit.2,tosit.3,tosit.4,tosit.5,tostand.1,toturn.1,tofall.1,tofall.2,tofall.3,tofall.4,togive.1,togive.2,togive.3,togive.4,togive.5,togive.6,togive.7,tohold.1,tohold.2,tohold.3,towhipe.1,towhipe.2,towhipe.3,towhipe.4,towhipe.5,topull.1,topull.2,topull.3,topull.4,topull.5,topull.6,topull.7,topull.8,topush.1,topush.2,topush.3,tothrow.1,tothrow.2,tothrow.3,tothrow.4,tothrow.5,tothrow.6,totie1.1,totie1.2,totie1.3,totie1.4,totie1.5,totie1.6,totie1.7,totie1.8,totie1.9,totie1.10,totie2.1,totie2.2,totie2.3,totie2.4,totie2.5,totie2.6,totie2.7,totie2.8,tosew.1,tocount.1,tocount.2,tocount.3,tocount.4,tocount.5,tosay.1,tosay.2,tosay.3,tosay.4,tosay.5,tosing.1,tosing.2,tosing.3,toplay.1,tofloat.1,tofreeze.1,tofreeze.2,tofreeze.3,tofreeze.4,tofreeze.5,sun.1,sun.2,sun.3,sun.4,sun.5,sun.6,sun.7,sun.8,moon.1,star.1,water.1,rain.1,river.1,river.2,river.3,sea.1,salt.1,salt.2,stone.1,sand.1,sand.2,sand.3,dust.1,dust.2,dust.3,dust.4,dust.5,soil.1,soil.2,soil.3,soil.4,soil.5,cloud.1,mist.1,mist.2,mist.3,mist.4,sky.1,sky.2,wind.1,snow.1,ice.1,ice.2,ice.3,ice.4,smoke.1,fire.1,fire.2,ash.1,ash.2,path.1,mountain.1,red1.1,red2.1,blue1.1,blue2.1,yellow1.1,yellow1.2,yellow1.3,yellow2.1,yellow2.2,white1.1,white2.1,black1.1,black2.1,night.1,night.2,day.1,year.1,hot.1,hot.2,hot.3,cold.1,cold.2,cold.3,cold.4,full.1,full.2,full.3,full.4,full.5,full.6,full.7,full.8,full.9,full.10,full.11,full.12,full.13,full.14,full.15,full.16,full.17,full.18,full.19,full.20,new.1,new.2,new.3,old.1,old.2,old.3,good.1,good.2,good.3,bad.1,bad.2,bad.3,torot.1,torot.2,torot.3,torot.4,torot.5,torot.6,torot.7,torot.8,torot.9,dirty.1,dirty.2,dirty.3,dirty.4,dirty.5,dirty.6,dirty.7,dirty.8,dirty.9,dirty.10,dirty.11,dirty.12,round.1,blunt.1,blunt.2,blunt.3,blunt.4,blunt.5,blunt.6,blunt.7,blunt.8,blunt.9,blunt.10,blunt.11,blunt.12,wet.1,wet.2,wet.3,wet.4,wet.5,wet.6,wet.7,dry.1,dry.2,dry.3,dry.4,dry.5,dry.6,dry.7,near.1,near.2,far.1,far.2,far.3,far.4,right.1,left.1,at1.1,at1.2,at1.3,at2.1,at2.2,at2.3,at2.4,at2.5,in.1,because.1,because.2,because.3,name.1,shoulder.1,shoulder.2,tocry.1,tochew.1,tochew.2,yawn.1,yawn.2,dream.1,roof.1,roof.2,roof.3,roof.4,roof.5,roof.6,needle.1,needle.2,topound.1,topound.2,topound.3,tosteal.1,tosteal.2,tosteal.3,work.1,work.2,work.3,work.4,work.5,work.6,toplant.1,toplant.2,togrow.1,togrow.2,togrow.3,togrow.4,togrow.5,togrow.6,togrow.7,togrow.8,togrow.9,tobuy.1,toopen1.1,toopen1.2,toopen2.1,toopen2.2,mouse.1,mouse.2,mouse.3,mosquito.1,spider.1,spider.2,spider.3,branch.1,branch.2,thunder.1,thunder.2,thunder.3,lightning.1,lightning.2,lightning.3,lightning.4,lightning.5,ashamed.1,ashamed.2,ashamed.3,ashamed.4,ashamed.5,ashamed.6,ashamed.7,ashamed.8,ashamed.9,ashamed.10,ashamed.11,tohide.1,tohide.2,tohide.3,toclimb.1,toclimb.2,up.1,down.1,six.1,seven.1,eight.1,nine.1,ten.1,togo.1,togo.2,fly.1,todo.1,todo.2,tomake.1,tomake.2,tomake.3,bitter.1,yesterday.1,navel.1,navel.2,tocarry.1,tocarry.2,tocarry.3,tocarry.4,tocarry.5,tocarry.6,ant.1,ant.2,totake.1,thigh.1,thigh.2,thigh.3,torun.1,torun.2,torun.3,torun.4,sweet.1,sweet.2,sweet.3,sweet.4,shade.1,shade.2,hard.1,hard.2,hard.3,togrind.1
Hokkaido_Coast,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
Hokkaido_Inland,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
Aomori_Tsugaru,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,NA,NA,NA,NA,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Aomori_Nambu,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,NA,NA,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
